user_id,username,id,created_at_datetime,text,lang,reply_count,retweet_count,favorite_count,view_count,location,hashtags,in_reply_to,quote,quote_count,possibly_sensitive,scores,polaridad,sentimiento
199632789,viewnext,1775904953548075374,2024-04-04T15:15:10.000Z,Seguimos visitando coles   Sonia Hernandez y Rocío Cela se han desplazado hasta el Colegio Santísima Trinidad en Salamanca. Pudieron compartir con los/as alumnos/as de 3º y 4º ESO una sesión sobre las oportunidades que ofrece realizar una carrera en el sector tecnológico. https://t.co/hJ65rIhb7C,es,0,0,0,127.0,null,null,null,null,0,false,"[[{score=0.6060928702354431, label=positive}, {score=0.16284824907779694, label=neutral}, {score=0.23105888068675995, label=negative}]]",0.5378822,Neutral
966023396,TICCOOservicios,1775836208641245217,2024-04-04T10:42:00.000Z,"El TS blinda la semana de Reyes como periodo de vacaciones en las empresas que lo tengan reconocido  Tras años reconociendo su disfrute en la semana de Reyes del año siguiente, la consultora Viewnext dejó de hacerlo, sin negociar con la RLPT https://t.co/WqA10QnxhC",es,0,2,2,126.0,España,null,null,null,0,false,"[[{score=0.306513249874115, label=positive}, {score=0.19859598577022552, label=neutral}, {score=0.4948907494544983, label=negative}]]",0.010218486,Neutral
199632789,viewnext,1775804478710571181,2024-04-04T08:35:55.000Z,"Estas últimas semanas no hemos parado de recibir visitas Y nos encanta   Los alumnos de 4º de la ESO de distintos institutos de la Comunidad de Madrid han conocido de primera mano nuestros centros de Bronce y Vallecas, así como algunos proyectos   #Talento #Sostenibilidad https://t.co/xj34l2AeoL",es,0,1,1,176.0,null,"['Talento', 'Sostenibilidad']",null,null,0,false,"[[{score=0.7881034016609192, label=positive}, {score=0.1375250369310379, label=neutral}, {score=0.07437152415513992, label=negative}]]",0.8512569,Neutral
308924442,ccoo_indra,1775791413348946134,2024-04-04T07:44:00.000Z,"El TS blinda la semana de Reyes como periodo de vacaciones en las empresas que lo tengan reconocido  Tras años reconociendo su disfrute en la semana de Reyes del año siguiente, la consultora Viewnext dejó de hacerlo, sin negociar con la RLPT https://t.co/JA47Djx5CW",es,0,0,1,29.0,null,null,null,null,0,false,"[[{score=0.298235148191452, label=positive}, {score=0.2017342746257782, label=neutral}, {score=0.5000305771827698, label=negative}]]",-6.1154366E-5,Neutral
788693198822633473,UgtSuroeste,1775752671057584560,2024-04-04T05:10:03.000Z,"https://t.co/40uDsMgym1 Los jueces dan la razón a los sindicatos frente a la consultora de telecomunicaciones Viewnext que, después de años reconociendo que parte de las vacaciones se podían disfrutar en la semana de Reyes del año siguiente, dejó de hacerlo sin negociar...",es,0,1,3,52.0,Fuenlabrad y Alcorcón,null,null,null,0,false,"[[{score=0.14330419898033142, label=positive}, {score=0.11757571250200272, label=neutral}, {score=0.7391200661659241, label=negative}]]",-0.47824016,Negativo
199632789,viewnext,1775060667122241545,2024-04-02T07:20:16.000Z,"Estas comprometido con el medioambiente Nosotros también   En Viewnext medimos, reducimos y compensamos el impacto de nuestra actividad sobre el medioambiente, aprovechando las posibilidades que nos brinda la tecnología y contribuyendo de manera colectiva por el clima https://t.co/De8iv9b7iN",es,0,0,0,148.0,null,null,null,null,0,false,"[[{score=0.8827381730079651, label=positive}, {score=0.04658971726894379, label=neutral}, {score=0.07067213952541351, label=negative}]]",0.85865575,Positivo
3419023166,alberto27s_db,1774838498220003690,2024-04-01T16:37:27.000Z,@CidonP #viewnext,qme,0,0,0,58.0,"Caceres, Spain",['viewnext'],1.77475821207758874E18,null,0,null,"[[{score=0.5250141024589539, label=positive}, {score=0.21466219425201416, label=neutral}, {score=0.2603236436843872, label=negative}]]",0.47935265,Neutral
1048644787484676098,_osaki__,1774511792904909112,2024-03-31T18:59:14.000Z,@felilocked En viewnext de la polla tampoco,es,0,0,0,37.0,"Extremadura, España",null,1.77450318244344627E18,null,1,null,"[[{score=0.2606695890426636, label=positive}, {score=0.34040144085884094, label=neutral}, {score=0.3989289104938507, label=negative}]]",0.20214212,Neutral
258801830,aecspain,1772956931226788308,2024-03-27T12:00:47.000Z,Viewnext reafirma su compromiso con el Talento y la FP en la bienvenida a más 50 estudiantes en prácticas en su Centro de Cáceres. https://t.co/zi4LMZ1lIE @viewnext https://t.co/vhLnp6MdFy,es,0,0,1,42.0,Madrid,null,null,null,0,false,"[[{score=0.7896000146865845, label=positive}, {score=0.09538169205188751, label=neutral}, {score=0.11501829326152802, label=negative}]]",0.7699634,Positivo
199632789,viewnext,1772900142745587999,2024-03-27T08:15:07.000Z,"En Diseño UX, el test de usuarios es una herramienta fundamental para comprender cómo interactúan estos con un producto digital    Hoy Raquel nos ofrece una guía completa para realizar un 𝙏𝙚𝙨𝙩 𝙙𝙚 𝙐𝙨𝙪𝙖𝙧𝙞𝙤𝙨    #BlogTheNext  https://t.co/cWpRbMdAaH https://t.co/h0LR4Q1zAl",es,0,0,0,115.0,null,['BlogTheNext'],null,null,0,false,"[[{score=0.7817111611366272, label=positive}, {score=0.11298555880784988, label=neutral}, {score=0.10530327260494232, label=negative}]]",0.7893934,Neutral
199632789,viewnext,1772540277799989434,2024-03-26T08:25:09.000Z,Descubre tu Camino hacia el Éxito en Viewnext    Nuestros 𝙇𝙚𝙖𝙧𝙣𝙞𝙣𝙜 𝙋𝙖𝙩𝙝𝙨 son como un mapa detallado que te lleva desde tus primeros días hasta el dominio experto en tu campo.    Comienza tu aventura en Viewnext  https://t.co/kPrjMpYdf4 https://t.co/pjsoA3w6BP,es,0,0,0,115.0,null,null,null,null,0,false,"[[{score=0.5541879534721375, label=positive}, {score=0.18316780030727386, label=neutral}, {score=0.26264429092407227, label=negative}]]",0.47471148,Neutral
199632789,viewnext,1772176606116626489,2024-03-25T08:20:03.000Z,Abrimos la semana recibiendo a nueva #GenteViewnext   El pasado viernes Alejandra Benítez fue la encargada de dar la bienvenida    Tuvimos una sesión muy divertida donde hubo una gran participación y se resolvieron todas las dudas que tenían acerca de su nueva aventura  https://t.co/ybgJ9m8h6I,es,0,0,0,136.0,null,['GenteViewnext'],null,null,0,false,"[[{score=0.905282735824585, label=positive}, {score=0.043844565749168396, label=neutral}, {score=0.05087265744805336, label=negative}]]",0.89825463,Positivo
2611395246,Ies_Agora,1771143621472841973,2024-03-22T11:55:20.000Z,"Los representantes de los centros educativos con los que colabora la empresa también hemos estado allí. Gracias a Viewnext y a sus trabajadores, por hacer posible que nuestro alumnado alcance una formación integral, haciendo para ello un gran esfuerzo personal #somosAgora #fpdual",es,0,0,0,14.0,"C/ Lima, s/n. 10005 - Cáceres","['somosAgora', 'fpdual']",1.77114326751136998E18,null,0,null,"[[{score=0.9414329528808594, label=positive}, {score=0.02536926232278347, label=neutral}, {score=0.033197857439517975, label=negative}]]",0.93360436,Positivo
2611395246,Ies_Agora,1771143267511369977,2024-03-22T11:53:55.000Z,Visita de la Consejera de Educación y el Director General de FP a la empresa @viewnext donde nuestro alumnado realiza la FP Dual y la FCT.. Una de las empresas mas importantes en desarrollo tecnológico de nuestro país y particularmente en Extremadura. https://t.co/GTSs39n5JN,es,1,0,2,28.0,"C/ Lima, s/n. 10005 - Cáceres",null,null,null,0,false,"[[{score=0.6852035522460938, label=positive}, {score=0.12488596141338348, label=neutral}, {score=0.18991045653820038, label=negative}]]",0.62017906,Neutral
199632789,viewnext,1771115868346278027,2024-03-22T10:05:03.000Z,"Nuestras techies no dan tregua    Esta vez fueron Natalia Kichatova, Maria del Mar Beas y Gema Isabel Ruiz, nuestras compañeras del centro de Almería, las encargadas de dar una charla sobre el talento femenino en el sector tecnológico en el centro IES Murgi en el Ejido  https://t.co/rpeyqWjdii",es,0,0,1,135.0,null,null,null,null,0,false,"[[{score=0.6131240129470825, label=positive}, {score=0.13395026326179504, label=neutral}, {score=0.2529257535934448, label=negative}]]",0.49414852,Neutral
199632789,viewnext,1770842975389524200,2024-03-21T16:00:40.000Z,"Nuestra compañera Mercedes Montealegre del área de Calidad y Medio Ambiente, visitó a unos/as niños/as de 4º de primaria en Madrid para concienciar y sensibilizar sobre la #Sostenibilidad   Hablaron sobre el cambio climático y el medio ambiente, entre otros conceptos  https://t.co/DLXHiB5ZVb",es,0,0,0,111.0,null,['Sostenibilidad'],null,null,0,false,"[[{score=0.6712943315505981, label=positive}, {score=0.11052823811769485, label=neutral}, {score=0.2181774526834488, label=negative}]]",0.5636451,Neutral
199632789,viewnext,1770790833509347755,2024-03-21T12:33:29.000Z,"Ayer tuvimos el placer, un año más, de dar la bienvenida a los más de 50 alumnos y alumnas de FP que inician sus prácticas con nosotros   El acto contó con la presencia de @MercedesVaquera, Consejera de @educacionEXT de la @Junta_Ex  #ViewnextconlaFP https://t.co/IVPwdTNqE2",es,0,0,0,151.0,null,['ViewnextconlaFP'],null,null,0,false,"[[{score=0.899010419845581, label=positive}, {score=0.044511012732982635, label=neutral}, {score=0.05647861212491989, label=negative}]]",0.8870428,Positivo
44925600,empregoESEI,1770478812007989540,2024-03-20T15:53:37.000Z,"Oferta de emprego: Técnico/a de Soporte -  Contrato indefinido - Pontevedra, Vigo, Ourense Viewnext S.A link: https://t.co/8WyFGgWGOn Vía @areaemprego  #SomosUVigo",pt,0,0,1,107.0,Ourense,['SomosUVigo'],null,null,1,false,"[[{score=0.6449210047721863, label=positive}, {score=0.16214264929294586, label=neutral}, {score=0.19293633103370667, label=negative}]]",0.61412734,Neutral
199632789,viewnext,1770379462808367133,2024-03-20T09:18:50.000Z,"En el nuevo post de #BlogTheNext, nuestra compañera Alba Batista nos habla sobre el 𝙛𝙧𝙖𝙢𝙚𝙬𝙤𝙧𝙠 𝙙𝙚 𝙩𝙚𝙨𝙩𝙞𝙣𝙜 𝙅𝙐𝙣𝙞𝙩 5, la importancia de parametrizar nuestros test y las ventajas de hacerlo.    No te lo pierdas  https://t.co/EWpu7mWLZG https://t.co/OXqx9OzIDe",es,0,0,1,153.0,null,['BlogTheNext'],null,null,0,false,"[[{score=0.43476545810699463, label=positive}, {score=0.24081173539161682, label=neutral}, {score=0.32442283630371094, label=negative}]]",0.35115436,Neutral
292908760,lopez_blanco,1770019341192290789,2024-03-19T09:27:50.000Z,Technology Day Galicia @lavozdegalicia  @IBMwatsonx  @viewnext https://t.co/okKhyeYVTN,en,0,0,0,40.0,"Orense, Galicia",null,null,null,0,false,"[[{score=0.7242150902748108, label=positive}, {score=0.1374213993549347, label=neutral}, {score=0.13836345076560974, label=negative}]]",0.72327304,Neutral
199632789,viewnext,1769998767535624704,2024-03-19T08:06:05.000Z,"Y túEres de teletrabajo o de ir a la oficina   En Viewnext sabemos que cada persona tiene sus preferencias y por eso ofrecemos tres opciones de modalidad de trabajo: Presencial, Híbrida o Teletrabajo 100%, para que elijas la que quieras.   https://t.co/kPrjMpYdf4 https://t.co/KoUUBveggx",es,0,0,0,194.0,null,null,null,null,0,false,"[[{score=0.5657033920288086, label=positive}, {score=0.1747584342956543, label=neutral}, {score=0.2595381438732147, label=negative}]]",0.48092368,Neutral
199632789,viewnext,1769680230048846109,2024-03-18T11:00:20.000Z,"Comenzamos la semana aumentando el equipo    Ana Jimenez, Alejandra Benítez y Rosario Navarro han recibido a los/as nuevos/as compis en una sesión muy entretenida   Nuestro compañero José Labella ha participado como invitado especial    Ya sois #GenteViewnext  https://t.co/yG7tIFRRR5",es,0,1,2,278.0,null,['GenteViewnext'],null,null,0,false,"[[{score=0.8413859605789185, label=positive}, {score=0.07405874133110046, label=neutral}, {score=0.08455526828765869, label=negative}]]",0.83088946,Positivo
1266342879762538496,SomosFPDual_,1768334416550428734,2024-03-14T17:52:33.000Z,"Especial mención también a los embajadores Alex Mederos y a su empresa VIEWNEXT y Yousra Echatoui y su empresa dual Audi Center Valencia que han sido el primer y segundo finalista de @camara_valencia, por su apoyo constante a #SomosFPDual. https://t.co/DvZeAFBE8C",es,1,0,3,73.0,null,['SomosFPDual'],1.76833390123409843E18,null,0,false,"[[{score=0.9122530221939087, label=positive}, {score=0.03376198187470436, label=neutral}, {score=0.05398496240377426, label=negative}]]",0.89203006,Positivo
199632789,viewnext,1768210200073265558,2024-03-14T09:38:58.000Z,"𝙋𝙚𝙣𝙨𝙖𝙣𝙙𝙤 𝙚𝙣 𝙢𝙞𝙜𝙧𝙖𝙧 𝙖 𝙡𝙖 𝙣𝙪𝙗𝙚   VIEWNEXT te propone la solución más sencilla y asequible para una migración a la nube de hasta 300 máquinas virtuales, 𝘾𝙡𝙤𝙪𝙙 𝙈𝙞𝙜𝙧𝙖𝙩𝙞𝙤𝙣 𝙄𝙣 𝙖 𝘽𝙤𝙭.   Quieres saber más  https://t.co/wxEmGS1BqV https://t.co/cALqgmKjRH",es,0,0,0,129.0,null,null,null,null,0,false,"[[{score=0.5425301790237427, label=positive}, {score=0.19878755509853363, label=neutral}, {score=0.2586822509765625, label=negative}]]",0.4826355,Neutral
199632789,viewnext,1767872004818911732,2024-03-13T11:15:06.000Z,"Cuando ocurre un problema o error en tu proyecto de desarrollo Sabrías identificar en qué momento concreto se ha producido  Mauro Moreno, Backend Senior IA Developer en Viewnext, nos habla sobre el Changelog o Registro de cambios  Hoy en #BlogTheNext,    ... https://t.co/5VQtQEOpC4",es,0,0,1,148.0,null,['BlogTheNext'],null,null,0,false,"[[{score=0.2194180190563202, label=positive}, {score=0.16295993328094482, label=neutral}, {score=0.6176220178604126, label=negative}]]",-0.23524407,Neutral
199632789,viewnext,1767835075306045835,2024-03-13T08:48:21.000Z,"Nueva edición de nuestro Town Hall en Valencia   Una jornada de lo más completa con nuestro Director General, Jorge Jiménez, acompañado de Javier Garcia Gómez, Director de Hybrid Cloud Services, donde Alfredo de Asis, Director del Centro ejerció de anfitrión. https://t.co/zoa7cNAtoh",es,0,0,1,156.0,null,null,null,null,0,false,"[[{score=0.8074163794517517, label=positive}, {score=0.08576328307390213, label=neutral}, {score=0.10682030022144318, label=negative}]]",0.78635937,Positivo
1050414135261958144,CurtoAraceli,1767551018735186381,2024-03-12T13:59:37.000Z,"@viewnext Mejor no voy porque tendría que deciros más de cuatro cosas  Y no buenas,",es,0,0,0,24.0,Spain,null,1.76717748995093709E18,null,0,null,"[[{score=0.0735798180103302, label=positive}, {score=0.18970932066440582, label=neutral}, {score=0.7367108464241028, label=negative}]]",-0.4734217,Negativo
199632789,viewnext,1767483840153436671,2024-03-12T09:32:40.000Z,En Viewnext estamos comprometidos a ofrecer un entorno laboral donde la conciliación y la flexibilidad son más que palabras: son una realidad.    Descubre cómo lo hacemos posible: Haz clic aquí para conocer más  https://t.co/fPulcNhKLE https://t.co/LpQaExdKeH,es,0,0,0,138.0,null,null,null,null,0,false,"[[{score=0.7223650813102722, label=positive}, {score=0.13404420018196106, label=neutral}, {score=0.1435907632112503, label=negative}]]",0.7128185,Neutral
199632789,viewnext,1767177489950937364,2024-03-11T13:15:20.000Z,"Ven a visitar nuestro stand en el XX Foro de Empleo de la Universidad Autónoma de Madrid     Durante hoy y mañana estaremos en el Campus de Cantoblanco   10:00 a 18:00  Los días 13, 14 y 15 de marzo encontrarás nuestro stand virtual  https://t.co/T0XlN5m6NV https://t.co/aL7H8vCLvm",es,1,0,0,180.0,null,null,null,null,0,false,"[[{score=0.5618080496788025, label=positive}, {score=0.23029617965221405, label=neutral}, {score=0.2078956961631775, label=negative}]]",0.58420855,Neutral
1572095020064202753,ReusEmpresa,1765767767439941987,2024-03-07T15:53:36.000Z,"Les empreses tecnològiques installades a @RedessaReus  superen la mitjana estatal de dones contractades en el seu sector.   Les dues empreses tecnològiques més grans, T-Systems i Viewnext filial dIBM, impulsen polítiques digualtat i captació de talent femení.  @PepBaiges https://t.co/0tajgRT0i1",ca,0,1,1,68.0,Reus,null,null,null,0,false,"[[{score=0.6919301152229309, label=positive}, {score=0.09514470398426056, label=neutral}, {score=0.21292519569396973, label=negative}]]",0.5741496,Neutral
199632789,viewnext,1765303007254638760,2024-03-06T09:06:49.000Z,"En el post de hoy, nuestro compañero David Pinedo Solano, Desarrollador web en Viewnext, nos detalla algunas de los Test Unitarios que se pueden realizar sobre algunos de los componentes más utilizados de Angular Material.  A qué esperas para echarle un ojo #BlogTheNext  https://t.co/nGqZ8aWmbd",es,0,0,0,145.0,null,['BlogTheNext'],null,null,0,false,"[[{score=0.43565768003463745, label=positive}, {score=0.1734112948179245, label=neutral}, {score=0.39093101024627686, label=negative}]]",0.21813796,Neutral
199632789,viewnext,1764925122303934944,2024-03-05T08:05:14.000Z,"El pasado viernes, los/las alumnos/as del IES Augustobriga de Navalmoral de la Mata Cáceres, visitaron nuestro Centro de Innovación de Salamanca   Gracias al profesorado y alumnos/as  por hacer esta visita posible  https://t.co/oYbil5k8nT",es,0,0,0,206.0,null,null,null,null,0,false,"[[{score=0.7916374802589417, label=positive}, {score=0.09749314188957214, label=neutral}, {score=0.11086937040090561, label=negative}]]",0.77826124,Positivo
